annotation,gene,Cluster,Presence
GPNMB_TAM,GLUL,Myeloid,Yes
GPNMB_TAM,CTSL,Myeloid,No
GPNMB_TAM,FABP5,Myeloid,No
GPNMB_TAM,FTH1,Myeloid,Yes
GPNMB_TAM,SDS,Myeloid,Yes
GPNMB_TAM,C1QC,Myeloid,Yes
GPNMB_TAM,TXN,Myeloid,Yes
GPNMB_TAM,NPL,Myeloid,Yes
GPNMB_TAM,CREG1,Myeloid,Yes
GPNMB_TAM,CTSB,Myeloid,Yes
GPNMB_TAM,DAB2,Myeloid,Yes
GPNMB_TAM,CSTB,Myeloid,Yes
GPNMB_TAM,ACP5,Myeloid,Yes
GPNMB_TAM,C1QB,Myeloid,Yes
GPNMB_TAM,LGALS3,Myeloid,Yes
GPNMB_TAM,MGLL,Myeloid,Yes
GPNMB_TAM,CD63,Myeloid,Yes
GPNMB_TAM,VAT1,Myeloid,Yes
GPNMB_TAM,RNASE1,Myeloid,Yes
GPNMB_TAM,CD68,Myeloid,Yes
GPNMB_TAM,C1QA,Myeloid,Yes
GPNMB_TAM,LIPA,Myeloid,Yes
GPNMB_TAM,CAPG,Myeloid,No
GPNMB_TAM,PMP22,Myeloid,Yes
GPNMB_TAM,GPX1,Myeloid,Yes
GPNMB_TAM,CD59,Myeloid,Yes
GPNMB_TAM,PLA2G7,Myeloid,Yes
GPNMB_TAM,FUCA1,Myeloid,Yes
GPNMB_TAM,SEPP1,Myeloid,Yes
GPNMB_TAM,TREM2,Myeloid,Yes
GPNMB_TAM,TUBA1B,Myeloid,Yes
GPNMB_TAM,ALDH1A1,Myeloid,Yes
GPNMB_TAM,NPC2,Myeloid,Yes
GPNMB_TAM,ATP6V1F,Myeloid,No
GPNMB_TAM,CCL2,Myeloid,Yes
GPNMB_TAM,PEBP1,Myeloid,Yes
GPNMB_TAM,SDCBP,Myeloid,Yes
GPNMB_TAM,ATOX1,Myeloid,Yes
GPNMB_TAM,LGALS1,Myeloid,Yes
GPNMB_TAM,AKR1B1,Myeloid,Yes
GPNMB_TAM,SLC40A1,Myeloid,Yes
GPNMB_TAM,YBX1,Myeloid,Yes
GPNMB_TAM,TUBA1C,Myeloid,Yes
GPNMB_TAM,MPP1,Myeloid,Yes
GPNMB_TAM,IDH1,Myeloid,Yes
GPNMB_TAM,STMN1,Myeloid,Yes
GPNMB_TAM,SMS,Myeloid,Yes
GPNMB_TAM,MGST3,Myeloid,Yes
GPNMB_TAM,PLD3,Myeloid,Yes
GPNMB_TAM,AKR1A1,Myeloid,Yes
GPNMB_TAM,IFI27,Myeloid,No
GPNMB_TAM,MS4A4A,Myeloid,Yes
GPNMB_TAM,DBI,Myeloid,No
GPNMB_TAM,TMSB4X,Myeloid,No
GPNMB_TAM,GCHFR,Myeloid,Yes
GPNMB_TAM,POMP,Myeloid,Yes
GPNMB_TAM,ASAH1,Myeloid,Yes
GPNMB_TAM,LITAF,Myeloid,Yes
GPNMB_TAM,DNASE2,Myeloid,Yes
GPNMB_TAM,CTSA,Myeloid,Yes
GPNMB_TAM,ATP6V0C,Myeloid,Yes
GPNMB_TAM,CYP27A1,Myeloid,Yes
GPNMB_TAM,GPX4,Myeloid,Yes
GPNMB_TAM,CALR,Myeloid,Yes
GPNMB_TAM,MIF,Myeloid,No
GPNMB_TAM,RPS27L,Myeloid,No
GPNMB_TAM,CD9,Myeloid,Yes
GPNMB_TAM,NINJ1,Myeloid,Yes
GPNMB_TAM,S100A11,Myeloid,Yes
GPNMB_TAM,SRP14,Myeloid,Yes
GPNMB_TAM,PLIN2,Myeloid,Yes
GPNMB_TAM,SQSTM1,Myeloid,Yes
GPNMB_TAM,NDUFA4,Myeloid,Yes
GPNMB_TAM,COX6C,Myeloid,Yes
GPNMB_TAM,BLVRB,Myeloid,Yes
GPNMB_TAM,MFSD1,Myeloid,Yes
GPNMB_TAM,NOP10,Myeloid,Yes
GPNMB_TAM,TUBB,Myeloid,Yes
GPNMB_TAM,CTSZ,Myeloid,Yes
GPNMB_TAM,NPM1,Myeloid,No
GPNMB_TAM,PPDPF,Myeloid,Yes
GPNMB_TAM,UQCR10,Myeloid,No
GPNMB_TAM,PSAP,Myeloid,Yes
GPNMB_TAM,CTSC,Myeloid,Yes
GPNMB_TAM,FCGRT,Myeloid,Yes
GPNMB_TAM,LDHA,Myeloid,Yes
GPNMB_TAM,CD163,Myeloid,Yes
GPNMB_TAM,IGSF6,Myeloid,Yes
MHC_IITAM,APOE,Myeloid,Yes
MHC_IITAM,APOC1,Myeloid,Yes
MHC_IITAM,C1QC,Myeloid,Yes
MHC_IITAM,C1QB,Myeloid,Yes
MHC_IITAM,C1QA,Myeloid,Yes
MHC_IITAM,HLA-DRB5,Myeloid,Yes
MHC_IITAM,SEPP1,Myeloid,Yes
MHC_IITAM,CTSD,Myeloid,Yes
MHC_IITAM,HLA-DRA,Myeloid,Yes
MHC_IITAM,HLA-DPA1,Myeloid,Yes
MHC_IITAM,LGMN,Myeloid,Yes
MHC_IITAM,C3,Myeloid,Yes
MHC_IITAM,CD74,Myeloid,Yes
MHC_IITAM,HLA-DRB1,Myeloid,No
MHC_IITAM,HLA-DQB1,Myeloid,No
MHC_IITAM,HLA-DQA1,Myeloid,No
MHC_IITAM,HLA-DPB1,Myeloid,Yes
MHC_IITAM,GPNMB,Myeloid,Yes
MHC_IITAM,SLC40A1,Myeloid,Yes
MHC_IITAM,CTSB,Myeloid,Yes
MHC_IITAM,TREM2,Myeloid,Yes
MHC_IITAM,PRDX1,Myeloid,Yes
MHC_IITAM,HLA-DQA2,Myeloid,No
MHC_IITAM,LIPA,Myeloid,Yes
MHC_IITAM,GPX1,Myeloid,Yes
MHC_IITAM,HLA-DMA,Myeloid,Yes
MHC_IITAM,A2M,Myeloid,Yes
MHC_IITAM,CD68,Myeloid,Yes
MHC_IITAM,CD63,Myeloid,Yes
MHC_IITAM,NPC2,Myeloid,Yes
MHC_IITAM,CTSC,Myeloid,Yes
MHC_IITAM,MS4A6A,Myeloid,Yes
MHC_IITAM,PDK4,Myeloid,Yes
MHC_IITAM,MS4A4A,Myeloid,Yes
MHC_IITAM,RGS1,Myeloid,Yes
MHC_IITAM,CTSL,Myeloid,No
MHC_IITAM,B2M,Myeloid,No
MHC_IITAM,SERPING1,Myeloid,Yes
MHC_IITAM,PSAP,Myeloid,Yes
MHC_IITAM,GLUL,Myeloid,Yes
MHC_IITAM,PLTP,Myeloid,Yes
MHC_IITAM,AKR1B1,Myeloid,Yes
MHC_IITAM,OLFML3,Myeloid,Yes
MHC_IITAM,DAB2,Myeloid,Yes
MHC_IITAM,PLD3,Myeloid,Yes
MHC_IITAM,MS4A7,Myeloid,Yes
MHC_IITAM,IFI27,Myeloid,No
MHC_IITAM,FCGRT,Myeloid,Yes
MHC_IITAM,FTL,Myeloid,Yes
MHC_IITAM,MAFB,Myeloid,Yes
MHC_IITAM,CD9,Myeloid,Yes
MHC_IITAM,YWHAH,Myeloid,Yes
MHC_IITAM,MARCKS,Myeloid,Yes
MHC_IITAM,CAPG,Myeloid,No
MHC_IITAM,ITM2B,Myeloid,Yes
MHC_IITAM,CPM,Myeloid,Yes
MHC_IITAM,GPR34,Myeloid,Yes
MHC_IITAM,GRN,Myeloid,Yes
MHC_IITAM,FCGR3A,Myeloid,Yes
MHC_IITAM,HLA-A,Myeloid,No
MHC_IITAM,LILRB4,Myeloid,No
MHC_IITAM,NUPR1,Myeloid,Yes
MHC_IITAM,MSR1,Myeloid,Yes
MHC_IITAM,ASAH1,Myeloid,Yes
MHC_IITAM,FCGR1A,Myeloid,No
MHC_IITAM,TMEM176B,Myeloid,No
MHC_IITAM,FOLR2,Myeloid,Yes
MHC_IITAM,HLA-DMB,Myeloid,Yes
MHC_IITAM,SGK1,Myeloid,Yes
MHC_IITAM,HERPUD1,Myeloid,Yes
MHC_IITAM,CD14,Myeloid,Yes
MHC_IITAM,SLC1A3,Myeloid,No
MHC_IITAM,CPVL,Myeloid,Yes
MHC_IITAM,GADD45B,Myeloid,Yes
MHC_IITAM,IL18,Myeloid,Yes
MHC_IITAM,SLCO2B1,Myeloid,Yes
MHC_IITAM,TUBA1B,Myeloid,Yes
MHC_IITAM,MFSD1,Myeloid,Yes
MHC_IITAM,DNASE2,Myeloid,Yes
MHC_IITAM,ACP5,Myeloid,Yes
MHC_IITAM,CXCL16,Myeloid,Yes
MHC_IITAM,GSN,Myeloid,Yes
MHC_IITAM,KCNMA1,Myeloid,Yes
MHC_IITAM,LGALS3BP,Myeloid,Yes
MHC_IITAM,SDCBP,Myeloid,Yes
MHC_IITAM,CREG1,Myeloid,Yes
MHC_IITAM,AKR1A1,Myeloid,Yes
MHC_IITAM,ADAP2,Myeloid,Yes
MHC_IITAM,HMOX1,Myeloid,Yes
MHC_IITAM,SDS,Myeloid,Yes
MHC_IITAM,HLA-DOA,Myeloid,No
MHC_IITAM,GAL3ST4,Myeloid,Yes
MHC_IITAM,FUCA1,Myeloid,Yes
MHC_IITAM,HLA-DQB2,Myeloid,Yes
MHC_IITAM,RGS10,Myeloid,Yes
MHC_IITAM,SYNGR2,Myeloid,No
MHC_IITAM,ALDH2,Myeloid,Yes
MHC_IITAM,VSIG4,Myeloid,Yes
MHC_IITAM,TYROBP,Myeloid,Yes
MHC_IITAM,CTSZ,Myeloid,Yes
Mastcell,TPSAB1,Myeloid,Yes
Mastcell,CPA3,Myeloid,Yes
Mastcell,TPSB2,Myeloid,Yes
Mastcell,HPGD,Myeloid,Yes
Mastcell,MS4A2,Myeloid,Yes
Mastcell,CLU,Myeloid,Yes
Mastcell,GATA2,Myeloid,Yes
Mastcell,CD69,Myeloid,Yes
Mastcell,TPSD1,Myeloid,No
Mastcell,HPGDS,Myeloid,No
Mastcell,VWA5A,Myeloid,Yes
Mastcell,KIT,Myeloid,Yes
Mastcell,SLC18A2,Myeloid,No
Mastcell,ALOX5AP,Myeloid,Yes
Mastcell,HDC,Myeloid,Yes
Mastcell,C1orf186,Myeloid,Yes
Mastcell,LTC4S,Myeloid,Yes
Mastcell,IL1RL1,Myeloid,Yes
Mastcell,CD82,Myeloid,Yes
Mastcell,SOCS1,Myeloid,Yes
Mastcell,RGS13,Myeloid,No
Mastcell,BACE2,Myeloid,Yes
Mastcell,MAOB,Myeloid,Yes
Mastcell,RHOH,Myeloid,Yes
Mastcell,RP11-354E11.2,Myeloid,No
Mastcell,TIMP3,Myeloid,Yes
Mastcell,HS3ST1,Myeloid,Yes
Mastcell,ITM2C,Myeloid,Yes
Mastcell,SYTL3,Myeloid,Yes
Mastcell,SMYD3,Myeloid,Yes
Mastcell,SDPR,Myeloid,Yes
Mastcell,LAT,Myeloid,Yes
Mastcell,CNRIP1,Myeloid,Yes
Mastcell,ADRB2,Myeloid,Yes
Mastcell,TSC22D1,Myeloid,Yes
Mastcell,MLPH,Myeloid,Yes
Mastcell,CSF1,Myeloid,Yes
Mastcell,SIGLEC6,Myeloid,No
Mastcell,AREG,Myeloid,No
Mastcell,C12orf57,Myeloid,Yes
Mastcell,CD9,Myeloid,Yes
Mastcell,MALAT1,Myeloid,No
Mastcell,PTGS1,Myeloid,Yes
Mastcell,EGR1,Myeloid,Yes
Mastcell,RHBDD2,Myeloid,Yes
Mastcell,CTD-3252C9.4,Myeloid,No
Mastcell,RAC2,Myeloid,Yes
Mastcell,FCER1A,Myeloid,Yes
Mastcell,LAPTM4A,Myeloid,Yes
Mastcell,JUN,Myeloid,Yes
Mastcell,H3F3B,Myeloid,Yes
Mastcell,LMNA,Myeloid,Yes
Mastcell,FOSB,Myeloid,Yes
Mastcell,LMO4,Myeloid,Yes
Mastcell,BATF,Myeloid,Yes
Mastcell,PTMA,Myeloid,No
Mastcell,TSPYL2,Myeloid,Yes
Mastcell,PEBP1,Myeloid,Yes
Mastcell,TNFAIP3,Myeloid,Yes
Mastcell,SRGN,Myeloid,Yes
Mastcell,UBB,Myeloid,Yes
Mastcell,NFKBIZ,Myeloid,Yes
Mastcell,RGS1,Myeloid,Yes
Mastcell,LDHB,Myeloid,No
Mastcell,PPP1R15A,Myeloid,Yes
Mastcell,VIM,Myeloid,Yes
Mastcell,ARHGAP18,Myeloid,Yes
Mastcell,BTG2,Myeloid,Yes
Mastcell,SAMSN1,Myeloid,Yes
Mastcell,IER2,Myeloid,Yes
Mastcell,NSMCE1,Myeloid,No
Mastcell,HSP90AB1,Myeloid,Yes
Mastcell,NFKBIA,Myeloid,No
Mastcell,BTG1,Myeloid,Yes
Mastcell,FOXP1,Myeloid,Yes
Mastcell,SLC2A3,Myeloid,Yes
Mastcell,ANXA1,Myeloid,Yes
Mastcell,RPL36AL,Myeloid,No
Mastcell,FOS,Myeloid,Yes
Mastcell,RPL14,Myeloid,Yes
Mastcell,CD63,Myeloid,Yes
Mastcell,HIST1H4C,Myeloid,Yes
Mastcell,RPL5,Myeloid,Yes
Mastcell,44441,Myeloid,No
Mastcell,ACSL4,Myeloid,Yes
Mastcell,ALOX5,Myeloid,No
Mastcell,ZFP36,Myeloid,Yes
Mastcell,PPDPF,Myeloid,Yes
Mastcell,FXYD5,Myeloid,Yes
Mastcell,SARAF,Myeloid,No
Mastcell,CLIC1,Myeloid,Yes
Mastcell,SQSTM1,Myeloid,Yes
Mastcell,CAPG,Myeloid,No
Mastcell,DNAJB1,Myeloid,Yes
Mastcell,JUNB,Myeloid,Yes
Mastcell,HSPA5,Myeloid,Yes
Mastcell,RPS4Y1,Myeloid,Yes
Mastcell,HSP90B1,Myeloid,Yes
Mastcell,TSC22D3,Myeloid,Yes
Mastcell,TUBA1A,Myeloid,Yes
Non_classicalMono,LST1,Myeloid,Yes
Non_classicalMono,IFITM3,Myeloid,Yes
Non_classicalMono,IFITM2,Myeloid,Yes
Non_classicalMono,LINC01272,Myeloid,No
Non_classicalMono,FCGR3A,Myeloid,Yes
Non_classicalMono,LYPD2,Myeloid,Yes
Non_classicalMono,CD52,Myeloid,Yes
Non_classicalMono,COTL1,Myeloid,No
Non_classicalMono,RHOC,Myeloid,Yes
Non_classicalMono,PECAM1,Myeloid,Yes
Non_classicalMono,LILRB2,Myeloid,No
Non_classicalMono,SERPINA1,Myeloid,Yes
Non_classicalMono,CDKN1C,Myeloid,No
Non_classicalMono,AIF1,Myeloid,No
Non_classicalMono,CFD,Myeloid,No
Non_classicalMono,LY6E,Myeloid,No
Non_classicalMono,MTSS1,Myeloid,Yes
Non_classicalMono,PTPN6,Myeloid,Yes
Non_classicalMono,MS4A7,Myeloid,Yes
Non_classicalMono,RPS19,Myeloid,No
Non_classicalMono,FCER1G,Myeloid,No
Non_classicalMono,CUX1,Myeloid,Yes
Non_classicalMono,NAP1L1,Myeloid,Yes
Non_classicalMono,TNFRSF1B,Myeloid,Yes
Non_classicalMono,LILRB1,Myeloid,No
Non_classicalMono,STXBP2,Myeloid,Yes
Non_classicalMono,LYN,Myeloid,Yes
Non_classicalMono,WARS,Myeloid,Yes
Non_classicalMono,LRRC25,Myeloid,Yes
Non_classicalMono,NAAA,Myeloid,Yes
Non_classicalMono,HCK,Myeloid,Yes
Non_classicalMono,S100A4,Myeloid,Yes
Non_classicalMono,LILRA5,Myeloid,No
Non_classicalMono,SPI1,Myeloid,Yes
Non_classicalMono,TCF7L2,Myeloid,Yes
Non_classicalMono,SPN,Myeloid,Yes
Non_classicalMono,PTPRC,Myeloid,No
Non_classicalMono,POU2F2,Myeloid,No
Non_classicalMono,IFITM1,Myeloid,Yes
Non_classicalMono,FAM110A,Myeloid,Yes
Non_classicalMono,PILRA,Myeloid,Yes
Non_classicalMono,VASP,Myeloid,Yes
Non_classicalMono,ABI3,Myeloid,Yes
Non_classicalMono,DRAP1,Myeloid,Yes
Non_classicalMono,LIMD2,Myeloid,Yes
Non_classicalMono,EMP3,Myeloid,Yes
Non_classicalMono,CSF1R,Myeloid,Yes
Non_classicalMono,CORO1A,Myeloid,Yes
Non_classicalMono,44448,Myeloid,No
Non_classicalMono,FAM26F,Myeloid,Yes
Non_classicalMono,TIMP1,Myeloid,Yes
Non_classicalMono,CX3CR1,Myeloid,Yes
Non_classicalMono,CFP,Myeloid,No
Non_classicalMono,GPBAR1,Myeloid,Yes
Non_classicalMono,PFN1,Myeloid,Yes
Non_classicalMono,BID,Myeloid,Yes
Non_classicalMono,FGR,Myeloid,Yes
Non_classicalMono,CEBPB,Myeloid,Yes
Non_classicalMono,BCL2A1,Myeloid,No
Non_classicalMono,ABRACL,Myeloid,No
Non_classicalMono,PRELID1,Myeloid,Yes
Non_classicalMono,FLNA,Myeloid,Yes
Non_classicalMono,ADGRE5,Myeloid,No
Non_classicalMono,OAS1,Myeloid,Yes
Non_classicalMono,CARD16,Myeloid,Yes
Non_classicalMono,MSN,Myeloid,Yes
Non_classicalMono,CTSS,Myeloid,Yes
Non_classicalMono,LYST,Myeloid,Yes
Non_classicalMono,NACA,Myeloid,Yes
Non_classicalMono,CD48,Myeloid,Yes
Non_classicalMono,LILRA1,Myeloid,No
Non_classicalMono,CASP1,Myeloid,Yes
Non_classicalMono,MTPN,Myeloid,Yes
Non_classicalMono,YBX1,Myeloid,Yes
Non_classicalMono,CYTIP,Myeloid,Yes
Non_classicalMono,RAC2,Myeloid,Yes
Non_classicalMono,MYO1G,Myeloid,Yes
Non_classicalMono,SIGLEC10,Myeloid,Yes
Non_classicalMono,UNC119,Myeloid,Yes
Non_classicalMono,FKBP1A,Myeloid,Yes
Non_classicalMono,MAPKAPK3,Myeloid,Yes
Non_classicalMono,ITGA4,Myeloid,Yes
Non_classicalMono,ARPC2,Myeloid,Yes
Non_classicalMono,DUSP6,Myeloid,Yes
Non_classicalMono,CSK,Myeloid,Yes
Non_classicalMono,PSAP,Myeloid,Yes
Non_classicalMono,MARCKSL1,Myeloid,Yes
Non_classicalMono,SELPLG,Myeloid,Yes
Non_classicalMono,ADGRE2,Myeloid,No
Non_classicalMono,C19orf38,Myeloid,Yes
Non_classicalMono,SAT1,Myeloid,Yes
Non_classicalMono,PGK1,Myeloid,Yes
Non_classicalMono,BIN2,Myeloid,No
Non_classicalMono,ITGAL,Myeloid,Yes
Non_classicalMono,LILRA2,Myeloid,No
Non_classicalMono,CSTB,Myeloid,Yes
Non_classicalMono,C10orf54,Myeloid,Yes
Non_classicalMono,APOBEC3A,Myeloid,No
Non_classicalMono,CALM2,Myeloid,Yes
Non_classicalMono,CRIP1,Myeloid,No
Pro_infla.TAM,CXCL10,Myeloid,Yes
Pro_infla.TAM,CXCL9,Myeloid,Yes
Pro_infla.TAM,C1QB,Myeloid,Yes
Pro_infla.TAM,C1QC,Myeloid,Yes
Pro_infla.TAM,GBP1,Myeloid,Yes
Pro_infla.TAM,GBP5,Myeloid,No
Pro_infla.TAM,LAP3,Myeloid,Yes
Pro_infla.TAM,SERPING1,Myeloid,Yes
Pro_infla.TAM,UBD,Myeloid,Yes
Pro_infla.TAM,GBP4,Myeloid,Yes
Pro_infla.TAM,RARRES3,Myeloid,Yes
Pro_infla.TAM,CXCL11,Myeloid,No
Pro_infla.TAM,ANKRD22,Myeloid,Yes
Pro_infla.TAM,SLAMF8,Myeloid,Yes
Pro_infla.TAM,IL4I1,Myeloid,Yes
Pro_infla.TAM,STAT1,Myeloid,Yes
Pro_infla.TAM,FCGR1A,Myeloid,No
Pro_infla.TAM,LGALS3BP,Myeloid,Yes
Pro_infla.TAM,C1QA,Myeloid,Yes
Pro_infla.TAM,PSME2,Myeloid,Yes
Pro_infla.TAM,EPSTI1,Myeloid,Yes
Pro_infla.TAM,B2M,Myeloid,No
Pro_infla.TAM,APOC1,Myeloid,Yes
Pro_infla.TAM,OLFML3,Myeloid,Yes
Pro_infla.TAM,IFIT3,Myeloid,Yes
Pro_infla.TAM,FCGR1B,Myeloid,No
Pro_infla.TAM,APOE,Myeloid,Yes
Pro_infla.TAM,HLA-DRB1,Myeloid,No
Pro_infla.TAM,TAP1,Myeloid,Yes
Pro_infla.TAM,C3,Myeloid,Yes
Pro_infla.TAM,HLA-DQA1,Myeloid,No
Pro_infla.TAM,MARCKS,Myeloid,Yes
Pro_infla.TAM,ATF5,Myeloid,Yes
Pro_infla.TAM,CD40,Myeloid,Yes
Pro_infla.TAM,HLA-DRA,Myeloid,Yes
Pro_infla.TAM,PRDX1,Myeloid,Yes
Pro_infla.TAM,FAM26F,Myeloid,Yes
Pro_infla.TAM,HLA-DQB1,Myeloid,No
Pro_infla.TAM,CD74,Myeloid,Yes
Pro_infla.TAM,VAMP5,Myeloid,Yes
Pro_infla.TAM,GBP2,Myeloid,Yes
Pro_infla.TAM,HLA-DPA1,Myeloid,Yes
Pro_infla.TAM,SOCS1,Myeloid,Yes
Pro_infla.TAM,UBE2L6,Myeloid,Yes
Pro_infla.TAM,NPC2,Myeloid,Yes
Pro_infla.TAM,IFI27,Myeloid,No
Pro_infla.TAM,HLA-DPB1,Myeloid,Yes
Pro_infla.TAM,HLA-DMA,Myeloid,Yes
Pro_infla.TAM,IFIT2,Myeloid,Yes
Pro_infla.TAM,CD63,Myeloid,Yes
Pro_infla.TAM,FN1,Myeloid,Yes
Pro_infla.TAM,C15orf48,Myeloid,Yes
Pro_infla.TAM,HLA-A,Myeloid,No
Pro_infla.TAM,LGMN,Myeloid,Yes
Pro_infla.TAM,PSMB9,Myeloid,Yes
Pro_infla.TAM,HLA-DRB5,Myeloid,Yes
Pro_infla.TAM,GSN,Myeloid,Yes
Pro_infla.TAM,YWHAH,Myeloid,Yes
Pro_infla.TAM,LILRB4,Myeloid,No
Pro_infla.TAM,HLA-C,Myeloid,No
Pro_infla.TAM,AKR1A1,Myeloid,Yes
Pro_infla.TAM,CTSB,Myeloid,Yes
Pro_infla.TAM,WARS,Myeloid,Yes
Pro_infla.TAM,CTSC,Myeloid,Yes
Pro_infla.TAM,BST2,Myeloid,Yes
Pro_infla.TAM,POMP,Myeloid,Yes
Pro_infla.TAM,A2M,Myeloid,Yes
Pro_infla.TAM,PDIA3,Myeloid,No
Pro_infla.TAM,HLA-DMB,Myeloid,Yes
Pro_infla.TAM,CTSL,Myeloid,No
Pro_infla.TAM,RASSF4,Myeloid,Yes
Pro_infla.TAM,TMEM176B,Myeloid,No
Pro_infla.TAM,HLA-DQA2,Myeloid,No
Pro_infla.TAM,IFI6,Myeloid,Yes
Pro_infla.TAM,MT2A,Myeloid,No
Pro_infla.TAM,CCL4L2,Myeloid,Yes
Pro_infla.TAM,CALR,Myeloid,Yes
Pro_infla.TAM,CD68,Myeloid,Yes
Pro_infla.TAM,IRF1,Myeloid,Yes
Pro_infla.TAM,CTSH,Myeloid,Yes
Pro_infla.TAM,HLA-B,Myeloid,No
Pro_infla.TAM,TUBA1B,Myeloid,Yes
Pro_infla.TAM,SOD2,Myeloid,Yes
Pro_infla.TAM,PLEK,Myeloid,Yes
Pro_infla.TAM,GLUL,Myeloid,Yes
Pro_infla.TAM,CTSZ,Myeloid,Yes
Pro_infla.TAM,RGS1,Myeloid,Yes
Pro_infla.TAM,SYNGR2,Myeloid,No
Pro_infla.TAM,LITAF,Myeloid,Yes
Pro_infla.TAM,CAPG,Myeloid,No
Pro_infla.TAM,TNFSF10,Myeloid,Yes
Pro_infla.TAM,MS4A6A,Myeloid,Yes
Pro_infla.TAM,CCL4,Myeloid,No
Pro_infla.TAM,IGSF6,Myeloid,Yes
Pro_infla.TAM,TYMP,Myeloid,Yes
Pro_infla.TAM,TMEM176A,Myeloid,Yes
Pro_infla.TAM,MX1,Myeloid,Yes
Pro_infla.TAM,GPX1,Myeloid,Yes
Pro_infla.TAM,ISG15,Myeloid,Yes
Pro_infla.TAM,CTSD,Myeloid,Yes
RGS1_TAM,RGS1,Myeloid,Yes
RGS1_TAM,HLA-DPA1,Myeloid,Yes
RGS1_TAM,HLA-DPB1,Myeloid,Yes
RGS1_TAM,HLA-DRA,Myeloid,Yes
RGS1_TAM,C3,Myeloid,Yes
RGS1_TAM,HLA-DQB1,Myeloid,No
RGS1_TAM,HLA-DQA1,Myeloid,No
RGS1_TAM,SGK1,Myeloid,Yes
RGS1_TAM,HLA-DRB1,Myeloid,No
RGS1_TAM,HERPUD1,Myeloid,Yes
RGS1_TAM,CD74,Myeloid,Yes
RGS1_TAM,HLA-DRB5,Myeloid,Yes
RGS1_TAM,C1QA,Myeloid,Yes
RGS1_TAM,C1QC,Myeloid,Yes
RGS1_TAM,JUN,Myeloid,Yes
RGS1_TAM,YWHAH,Myeloid,Yes
RGS1_TAM,C1QB,Myeloid,Yes
RGS1_TAM,HSPA1A,Myeloid,No
RGS1_TAM,HLA-DMA,Myeloid,Yes
RGS1_TAM,SLC1A3,Myeloid,No
RGS1_TAM,GPX1,Myeloid,Yes
RGS1_TAM,MS4A6A,Myeloid,Yes
RGS1_TAM,GSN,Myeloid,Yes
RGS1_TAM,IER3,Myeloid,No
RGS1_TAM,PLXDC2,Myeloid,Yes
RGS1_TAM,CXCR4,Myeloid,Yes
RGS1_TAM,PLD4,Myeloid,Yes
RGS1_TAM,NPC2,Myeloid,Yes
RGS1_TAM,FCGR2B,Myeloid,Yes
RGS1_TAM,GLUL,Myeloid,Yes
RGS1_TAM,IL18,Myeloid,Yes
RGS1_TAM,ALOX5AP,Myeloid,Yes
RGS1_TAM,TREM2,Myeloid,Yes
RGS1_TAM,CD9,Myeloid,Yes
RGS1_TAM,FN1,Myeloid,Yes
RGS1_TAM,OLFML3,Myeloid,Yes
RGS1_TAM,GPR183,Myeloid,Yes
RGS1_TAM,HLA-DMB,Myeloid,Yes
RGS1_TAM,CTSH,Myeloid,Yes
RGS1_TAM,OLR1,Myeloid,Yes
RGS1_TAM,A2M,Myeloid,Yes
RGS1_TAM,RASSF4,Myeloid,Yes
RGS1_TAM,DOCK4,Myeloid,No
RGS1_TAM,GPR34,Myeloid,Yes
RGS1_TAM,SLCO2B1,Myeloid,Yes
RGS1_TAM,HLA-DOA,Myeloid,No
RGS1_TAM,VSIG4,Myeloid,Yes
RGS1_TAM,ARHGAP18,Myeloid,Yes
RGS1_TAM,MSR1,Myeloid,Yes
RGS1_TAM,PKIB,Myeloid,Yes
RGS1_TAM,MEF2A,Myeloid,Yes
RGS1_TAM,HSPA1B,Myeloid,No
RGS1_TAM,DUSP1,Myeloid,Yes
RGS1_TAM,RHOB,Myeloid,Yes
RGS1_TAM,ZFP36L2,Myeloid,Yes
RGS1_TAM,IFNGR1,Myeloid,No
RGS1_TAM,FCGR3A,Myeloid,Yes
RGS1_TAM,ITM2B,Myeloid,Yes
RGS1_TAM,CXCL16,Myeloid,Yes
RGS1_TAM,FCGR2A,Myeloid,Yes
RGS1_TAM,MAFB,Myeloid,Yes
RGS1_TAM,ALDH2,Myeloid,Yes
RGS1_TAM,HSPB1,Myeloid,Yes
RGS1_TAM,LITAF,Myeloid,Yes
RGS1_TAM,CSF1R,Myeloid,Yes
RGS1_TAM,RGS10,Myeloid,Yes
RGS1_TAM,NR4A2,Myeloid,Yes
RGS1_TAM,MFSD1,Myeloid,Yes
RGS1_TAM,ZNF331,Myeloid,Yes
RGS1_TAM,ATF3,Myeloid,Yes
RGS1_TAM,CPM,Myeloid,Yes
RGS1_TAM,PDK4,Myeloid,Yes
RGS1_TAM,TUBA1B,Myeloid,Yes
RGS1_TAM,ZFP36L1,Myeloid,Yes
RGS1_TAM,SAT1,Myeloid,Yes
RGS1_TAM,ZFP36,Myeloid,Yes
RGS1_TAM,LILRB4,Myeloid,No
RGS1_TAM,CAPG,Myeloid,No
RGS1_TAM,DNAJB1,Myeloid,Yes
RGS1_TAM,REL,Myeloid,Yes
RGS1_TAM,GADD45B,Myeloid,Yes
RGS1_TAM,FOS,Myeloid,Yes
RGS1_TAM,MAP3K8,Myeloid,Yes
RGS1_TAM,HSP90AA1,Myeloid,Yes
RGS1_TAM,HLA-DQA2,Myeloid,No
