annotation,gene,Cluster,Presence
DNASE1L3_EC,TEK,Endothelial,Yes
DNASE1L3_EC,ST6GAL1,Endothelial,Yes
DNASE1L3_EC,CTSL,Endothelial,No
DNASE1L3_EC,HLA-DRB5,Endothelial,Yes
DNASE1L3_EC,LY6E,Endothelial,No
DNASE1L3_EC,MRC1,Endothelial,No
DNASE1L3_EC,44445,Endothelial,No
DNASE1L3_EC,FXYD6,Endothelial,Yes
DNASE1L3_EC,GYPC,Endothelial,Yes
DNASE1L3_EC,KANK3,Endothelial,Yes
DNASE1L3_EC,SH3BP5,Endothelial,Yes
DNASE1L3_EC,NR2F2,Endothelial,Yes
DNASE1L3_EC,CNN3,Endothelial,Yes
DNASE1L3_EC,MEIS2,Endothelial,Yes
DNASE1L3_EC,MT1X,Endothelial,Yes
DNASE1L3_EC,TNXB,Endothelial,No
DNASE1L3_EC,LRRC32,Endothelial,Yes
DNASE1L3_EC,CD9,Endothelial,Yes
DNASE1L3_EC,TM4SF18,Endothelial,Yes
DNASE1L3_EC,SDPR,Endothelial,Yes
DNASE1L3_EC,MARCKS,Endothelial,Yes
DNASE1L3_EC,SNAI1,Endothelial,No
DNASE1L3_EC,HLA-DMA,Endothelial,Yes
DNASE1L3_EC,NCOA7,Endothelial,Yes
DNASE1L3_EC,SDCBP,Endothelial,Yes
DNASE1L3_EC,EMP3,Endothelial,Yes
DNASE1L3_EC,BST2,Endothelial,Yes
DNASE1L3_EC,NOSTRIN,Endothelial,No
DNASE1L3_EC,FLOT1,Endothelial,Yes
DNASE1L3_EC,MT1M,Endothelial,Yes
DNASE1L3_EC,ANXA1,Endothelial,Yes
DNASE1L3_EC,HYAL2,Endothelial,Yes
DNASE1L3_EC,CD59,Endothelial,Yes
DNASE1L3_EC,EFNB1,Endothelial,Yes
DNASE1L3_EC,TCN2,Endothelial,Yes
DNASE1L3_EC,DUSP5,Endothelial,Yes
DNASE1L3_EC,RNASE1,Endothelial,Yes
DNASE1L3_EC,PLSCR1,Endothelial,Yes
DNASE1L3_EC,IFI27,Endothelial,No
DNASE1L3_EC,COTL1,Endothelial,No
DNASE1L3_EC,SEPP1,Endothelial,Yes
DNASE1L3_EC,GALNT15,Endothelial,No
DNASE1L3_EC,ITM2A,Endothelial,Yes
DNASE1L3_EC,VAMP5,Endothelial,Yes
DNASE1L3_EC,LAP3,Endothelial,Yes
DNASE1L3_EC,LDHA,Endothelial,Yes
DNASE1L3_EC,CD320,Endothelial,Yes
DNASE1L3_EC,TFPI,Endothelial,Yes
DNASE1L3_EC,SGK1,Endothelial,Yes
DNASE1L3_EC,DLC1,Endothelial,Yes
DNASE1L3_EC,WARS,Endothelial,Yes
DNASE1L3_EC,SLCO2A1,Endothelial,Yes
DNASE1L3_EC,TGFBR2,Endothelial,Yes
DNASE1L3_EC,ADAM15,Endothelial,Yes
DNASE1L3_EC,AHNAK,Endothelial,Yes
DNASE1L3_EC,VCAM1,Endothelial,Yes
DNASE1L3_EC,RDX,Endothelial,No
DNASE1L3_EC,TNFSF10,Endothelial,Yes
DNASE1L3_EC,PLPP3,Endothelial,No
DNASE1L3_EC,LIFR,Endothelial,Yes
DNASE1L3_EC,IL33,Endothelial,Yes
DNASE1L3_EC,PPFIBP1,Endothelial,Yes
DNASE1L3_EC,S100A6,Endothelial,No
DNASE1L3_EC,FCGRT,Endothelial,Yes
DNASE1L3_EC,HES1,Endothelial,Yes
DNASE1L3_EC,TGM2,Endothelial,Yes
DNASE1L3_EC,HSPA1A,Endothelial,No
DNASE1L3_EC,GAS6,Endothelial,Yes
DNASE1L3_EC,IGF2,Endothelial,Yes
DNASE1L3_EC,CXCL2,Endothelial,Yes
FABP4_EC,FABP4,Endothelial,Yes
FABP4_EC,CD36,Endothelial,Yes
FABP4_EC,FABP5,Endothelial,No
FABP4_EC,MT1M,Endothelial,Yes
FABP4_EC,MT1X,Endothelial,Yes
FABP4_EC,MT1E,Endothelial,Yes
FABP4_EC,FMO2,Endothelial,Yes
FABP4_EC,MT2A,Endothelial,No
FABP4_EC,CA4,Endothelial,Yes
FABP4_EC,MT1A,Endothelial,Yes
FABP4_EC,LPL,Endothelial,Yes
FABP4_EC,NUPR1,Endothelial,Yes
FABP4_EC,MGLL,Endothelial,Yes
FABP4_EC,LGALS3,Endothelial,Yes
FABP4_EC,IFITM1,Endothelial,Yes
FABP4_EC,DNASE1L3,Endothelial,No
FABP4_EC,CCL14,Endothelial,No
FABP4_EC,BST2,Endothelial,Yes
FABP4_EC,CYP4B1,Endothelial,Yes
FABP4_EC,RBP7,Endothelial,Yes
FABP4_EC,CD74,Endothelial,Yes
FABP4_EC,HLA-DRB1,Endothelial,No
FABP4_EC,HLA-DQB1,Endothelial,No
FABP4_EC,RPL6,Endothelial,Yes
FABP4_EC,TXNIP,Endothelial,Yes
FABP4_EC,HLA-DPA1,Endothelial,Yes
FABP4_EC,CEBPD,Endothelial,Yes
FABP4_EC,HLA-DRA,Endothelial,Yes
FABP4_EC,IGF2,Endothelial,Yes
FABP4_EC,RPL26,Endothelial,No
FABP4_EC,MT-ND3,Endothelial,No
FABP4_EC,PPARG,Endothelial,Yes
FABP4_EC,LY6E,Endothelial,No
FABP4_EC,HLA-DPB1,Endothelial,Yes
FABP4_EC,HLA-DRB5,Endothelial,Yes
FABP4_EC,RPL35,Endothelial,No
FABP4_EC,IL32,Endothelial,Yes
FABP4_EC,SDCBP,Endothelial,Yes
FABP4_EC,S100A10,Endothelial,Yes
FABP4_EC,RPL11,Endothelial,Yes
FABP4_EC,RPS29,Endothelial,Yes
FABP4_EC,NRN1,Endothelial,Yes
FABP4_EC,GPX3,Endothelial,Yes
FABP4_EC,MT-ND4,Endothelial,No
FABP4_EC,ANXA3,Endothelial,Yes
FABP4_EC,RPL36A,Endothelial,Yes
FABP4_EC,MT-ND2,Endothelial,No
FABP4_EC,NACA,Endothelial,Yes
FABP4_EC,ABLIM3,Endothelial,No
FABP4_EC,TIMP4,Endothelial,Yes
FABP4_EC,PSME1,Endothelial,Yes
FABP4_EC,GNG11,Endothelial,Yes
FABP4_EC,HLA-DQA1,Endothelial,No
FABP4_EC,ATP5J,Endothelial,Yes
FABP4_EC,SDPR,Endothelial,Yes
FABP4_EC,PDE2A,Endothelial,Yes
FABP4_EC,TPD52L1,Endothelial,Yes
FABP4_EC,SSR3,Endothelial,Yes
FABP4_EC,SOD2,Endothelial,Yes
FABP4_EC,RPL36AL,Endothelial,No
FABP4_EC,TOMM7,Endothelial,Yes
FABP4_EC,TPM1,Endothelial,Yes
FABP4_EC,RPL37A,Endothelial,Yes
FABP4_EC,TAGLN2,Endothelial,Yes
FABP4_EC,RPS7,Endothelial,Yes
FABP4_EC,S100A4,Endothelial,Yes
FABP4_EC,OAZ1,Endothelial,Yes
FABP4_EC,PPP1R14A,Endothelial,Yes
FABP4_EC,FTH1,Endothelial,Yes
FABP4_EC,SOCS2,Endothelial,Yes
FABP4_EC,KRTCAP2,Endothelial,Yes
FABP4_EC,RPL30,Endothelial,Yes
FABP4_EC,RPL22,Endothelial,Yes
FABP4_EC,RPL35A,Endothelial,No
FABP4_EC,TMEM88,Endothelial,Yes
FABP4_EC,ITM2A,Endothelial,Yes
FABP4_EC,CAV1,Endothelial,Yes
FABP4_EC,MYC,Endothelial,Yes
FABP4_EC,ACACB,Endothelial,Yes
FABP4_EC,CD320,Endothelial,Yes
FABP4_EC,NQO1,Endothelial,Yes
FABP4_EC,MYL12A,Endothelial,Yes
FABP4_EC,RPL29,Endothelial,Yes
FABP4_EC,ENY2,Endothelial,No
FABP4_EC,RPL36,Endothelial,Yes
FABP4_EC,MT-ND6,Endothelial,No
FABP4_EC,RPL8,Endothelial,Yes
FABP4_EC,CLDN5,Endothelial,Yes
FABP4_EC,SPARCL1,Endothelial,Yes
FABP4_EC,RPL17,Endothelial,Yes
FABP4_EC,IFNGR1,Endothelial,No
FABP4_EC,BTG2,Endothelial,Yes
FABP4_EC,RPS13,Endothelial,No
FABP4_EC,MT-CO3,Endothelial,No
FABP4_EC,S1PR1,Endothelial,Yes
FABP4_EC,LITAF,Endothelial,Yes
FABP4_EC,FAM107A,Endothelial,Yes
FABP4_EC,GPIHBP1,Endothelial,Yes
FABP4_EC,CAT,Endothelial,Yes
FABP4_EC,AREG,Endothelial,No
IGF2_EC,SERPINE2,Endothelial,Yes
IGF2_EC,PI16,Endothelial,Yes
IGF2_EC,ABI3BP,Endothelial,Yes
IGF2_EC,IGF2,Endothelial,Yes
IGF2_EC,LTBP4,Endothelial,Yes
IGF2_EC,TSPAN2,Endothelial,Yes
IGF2_EC,CCDC3,Endothelial,Yes
IGF2_EC,ASS1,Endothelial,Yes
IGF2_EC,GLUL,Endothelial,Yes
IGF2_EC,KCTD12,Endothelial,Yes
IGF2_EC,SSUH2,Endothelial,No
IGF2_EC,EMP3,Endothelial,Yes
IGF2_EC,SRP14,Endothelial,Yes
IGF2_EC,AIF1L,Endothelial,Yes
IGF2_EC,S100A6,Endothelial,No
IGF2_EC,FBLN5,Endothelial,Yes
IGF2_EC,CRIP1,Endothelial,No
IGF2_EC,SLC6A6,Endothelial,Yes
IGF2_EC,CXCL12,Endothelial,Yes
IGF2_EC,S100A4,Endothelial,Yes
IGF2_EC,PPP1R14A,Endothelial,Yes
IGF2_EC,PLLP,Endothelial,Yes
IGF2_EC,OCIAD2,Endothelial,Yes
IGF2_EC,MRPL33,Endothelial,Yes
IGF2_EC,ICAM2,Endothelial,Yes
IGF2_EC,FAM107A,Endothelial,Yes
IGF2_EC,ADAMTS6,Endothelial,Yes
IGF2_EC,CLDN5,Endothelial,Yes
IGF2_EC,PPA1,Endothelial,Yes
IGF2_EC,TM4SF1,Endothelial,Yes
IGF2_EC,HSPB1,Endothelial,Yes
IGF2_EC,SEMA3G,Endothelial,Yes
IGF2_EC,IFITM1,Endothelial,Yes
IGF2_EC,CRIP2,Endothelial,Yes
IGF2_EC,TAGLN2,Endothelial,Yes
IGF2_EC,LTC4S,Endothelial,Yes
IGF2_EC,C10orf10,Endothelial,Yes
IGF2_EC,AQP1,Endothelial,Yes
IGF2_EC,EDN1,Endothelial,Yes
IGF2_EC,TSPO,Endothelial,Yes
IGF2_EC,FGL2,Endothelial,Yes
IGF2_EC,SLC9A3R2,Endothelial,Yes
IGF2_EC,RAMP2,Endothelial,Yes
IGF2_EC,FBLN2,Endothelial,Yes
IGF2_EC,KLF2,Endothelial,Yes
IGF2_EC,MT1G,Endothelial,Yes
IGF2_EC,LGALS3,Endothelial,Yes
IGF2_EC,STMN1,Endothelial,Yes
IGF2_EC,TIMP3,Endothelial,Yes
IGF2_EC,TMSB10,Endothelial,No
IGF2_EC,IFI27,Endothelial,No
IGF2_EC,SLC14A1,Endothelial,Yes
IGF2_EC,CALM2,Endothelial,Yes
IGF2_EC,MT1E,Endothelial,Yes
IGF2_EC,SRGN,Endothelial,Yes
IGF2_EC,SOX17,Endothelial,Yes
IGF2_EC,C19orf33,Endothelial,No
IGF2_EC,SELM,Endothelial,Yes
IGF2_EC,SERPING1,Endothelial,Yes
IGF2_EC,ATP1A1,Endothelial,Yes
IGF2_EC,FTH1,Endothelial,Yes
IGF2_EC,PTMA,Endothelial,No
IGF2_EC,COX17,Endothelial,No
IGF2_EC,MT2A,Endothelial,No
IGF2_EC,PPDPF,Endothelial,Yes
IGF2_EC,RPS28,Endothelial,Yes
IGF2_EC,RPS12,Endothelial,Yes
IGF2_EC,IL32,Endothelial,Yes
IGF2_EC,ATP5I,Endothelial,Yes
IGF2_EC,GJA5,Endothelial,Yes
IGF2_EC,RPS13,Endothelial,No
IGF2_EC,DSTN,Endothelial,Yes
IGF2_EC,ADAM15,Endothelial,Yes
IGF2_EC,ID1,Endothelial,Yes
IGF2_EC,SNHG7,Endothelial,Yes
IGF2_EC,LGALS1,Endothelial,Yes
IGF2_EC,HLA-DRB1,Endothelial,No
IGF2_EC,RPS27,Endothelial,Yes
IGF2_EC,BST2,Endothelial,Yes
IGF2_EC,TSC22D1,Endothelial,Yes
IGF2_EC,PALMD,Endothelial,Yes
IGF2_EC,FAU,Endothelial,No
IGF2_EC,CD81,Endothelial,Yes
IGF2_EC,FXYD5,Endothelial,Yes
IGF2_EC,EGR1,Endothelial,Yes
IGF2_EC,EEF1A1,Endothelial,Yes
IGF2_EC,IFI6,Endothelial,Yes
IGF2_EC,PTTG1IP,Endothelial,Yes
IGF2_EC,RHOB,Endothelial,Yes
IGF2_EC,CAV1,Endothelial,Yes
IGF2_EC,S100A10,Endothelial,Yes
IGF2_EC,JAG1,Endothelial,Yes
IGF2_EC,RNASE1,Endothelial,Yes
IGF2_EC,CTGF,Endothelial,No
IGF2_EC,MGP,Endothelial,Yes
IGF2_EC,MT-ND3,Endothelial,No
IGF2_EC,MT-ND4,Endothelial,No
IGF2_EC,CLU,Endothelial,Yes
IGF2_EC,S1PR1,Endothelial,Yes
IGF2_EC,DNAJB1,Endothelial,Yes
IGFBP3_EC,IGFBP3,Endothelial,Yes
IGFBP3_EC,ENPP2,Endothelial,Yes
IGFBP3_EC,IDO1,Endothelial,Yes
IGFBP3_EC,SPOCK2,Endothelial,Yes
IGFBP3_EC,SCARB1,Endothelial,Yes
IGFBP3_EC,A2M,Endothelial,Yes
IGFBP3_EC,STC1,Endothelial,Yes
IGFBP3_EC,EFNB2,Endothelial,Yes
IGFBP3_EC,SLC45A4,Endothelial,Yes
IGFBP3_EC,SEMA3G,Endothelial,Yes
IGFBP3_EC,C10orf10,Endothelial,Yes
IGFBP3_EC,INHBB,Endothelial,Yes
IGFBP3_EC,SAT1,Endothelial,Yes
IGFBP3_EC,PDZD2,Endothelial,Yes
IGFBP3_EC,F8,Endothelial,Yes
IGFBP3_EC,SULF1,Endothelial,Yes
IGFBP3_EC,RBP7,Endothelial,Yes
IGFBP3_EC,NTN4,Endothelial,Yes
IGFBP3_EC,ADD1,Endothelial,Yes
IGFBP3_EC,ACE,Endothelial,Yes
IGFBP3_EC,DLL4,Endothelial,Yes
IGFBP3_EC,HES4,Endothelial,Yes
IGFBP3_EC,INSR,Endothelial,Yes
IGFBP3_EC,HEY1,Endothelial,Yes
IGFBP3_EC,BTNL9,Endothelial,Yes
IGFBP3_EC,JAG2,Endothelial,Yes
IGFBP3_EC,ATP2A3,Endothelial,Yes
IGFBP3_EC,OAZ2,Endothelial,Yes
IGFBP3_EC,SEPW1,Endothelial,Yes
IGFBP3_EC,ANGPT2,Endothelial,Yes
IGFBP3_EC,FLT1,Endothelial,No
IGFBP3_EC,PRSS23,Endothelial,Yes
IGFBP3_EC,FBLN5,Endothelial,Yes
IGFBP3_EC,PLLP,Endothelial,Yes
IGFBP3_EC,ESM1,Endothelial,Yes
IGFBP3_EC,RPS6KA2,Endothelial,Yes
IGFBP3_EC,ARL15,Endothelial,Yes
IGFBP3_EC,EPAS1,Endothelial,Yes
IGFBP3_EC,UNC5B,Endothelial,Yes
IGFBP3_EC,SRGN,Endothelial,Yes
IGFBP3_EC,OSBPL1A,Endothelial,Yes
IGFBP3_EC,STOM,Endothelial,Yes
IGFBP3_EC,ALPL,Endothelial,Yes
IGFBP3_EC,THBS1,Endothelial,Yes
IGFBP3_EC,FAM84A,Endothelial,Yes
IGFBP3_EC,THSD7A,Endothelial,Yes
IGFBP3_EC,BCAM,Endothelial,Yes
IGFBP3_EC,GJA5,Endothelial,Yes
IGFBP3_EC,FYN,Endothelial,Yes
IGFBP3_EC,JAG1,Endothelial,Yes
IGFBP3_EC,NOTCH4,Endothelial,Yes
IGFBP3_EC,CYB5R3,Endothelial,Yes
IGFBP3_EC,MECOM,Endothelial,No
IGFBP3_EC,ADGRF5,Endothelial,No
IGFBP3_EC,CLEC14A,Endothelial,Yes
IGFBP3_EC,SPARCL1,Endothelial,Yes
IGFBP3_EC,GFOD1,Endothelial,Yes
IGFBP3_EC,GNAS,Endothelial,Yes
IGFBP3_EC,VIM,Endothelial,Yes
IGFBP3_EC,MAP4,Endothelial,Yes
IGFBP3_EC,GRB10,Endothelial,Yes
IGFBP3_EC,TGM2,Endothelial,Yes
IGFBP3_EC,MIR4435-2HG,Endothelial,No
IGFBP3_EC,SRP14,Endothelial,Yes
IGFBP3_EC,ITGB1,Endothelial,Yes
IGFBP3_EC,CRIM1,Endothelial,Yes
IGFBP3_EC,S1PR1,Endothelial,Yes
IGFBP3_EC,GJA1,Endothelial,Yes
IGFBP3_EC,HERPUD1,Endothelial,Yes
IGFBP3_EC,CDC42EP3,Endothelial,Yes
IGFBP3_EC,MMRN2,Endothelial,Yes
IGFBP3_EC,CD46,Endothelial,Yes
IGFBP3_EC,PPA1,Endothelial,Yes
IGFBP3_EC,RFK,Endothelial,Yes
IGFBP3_EC,MLEC,Endothelial,Yes
IGFBP3_EC,CLDN5,Endothelial,Yes
IGFBP3_EC,MGP,Endothelial,Yes
IGFBP3_EC,FGL2,Endothelial,Yes
IGFBP3_EC,KCNE3,Endothelial,Yes
IGFBP3_EC,PLPP1,Endothelial,No
IGFBP3_EC,EFNA1,Endothelial,Yes
IGFBP3_EC,CD93,Endothelial,Yes
IGFBP3_EC,AKAP13,Endothelial,Yes
IGFBP3_EC,CAV1,Endothelial,Yes
IGFBP3_EC,PIK3R3,Endothelial,Yes
IGFBP3_EC,GBP4,Endothelial,Yes
IGFBP3_EC,FSTL1,Endothelial,Yes
IGFBP3_EC,PTPRB,Endothelial,Yes
IGFBP3_EC,IGFBP7,Endothelial,Yes
IGFBP3_EC,UACA,Endothelial,Yes
IGFBP3_EC,ATP1A1,Endothelial,Yes
IGFBP3_EC,PALMD,Endothelial,Yes
IGFBP3_EC,SLC9A3R2,Endothelial,Yes
IGFBP3_EC,CYR61,Endothelial,Yes
IGFBP3_EC,CLEC3B,Endothelial,Yes
IGFBP3_EC,ARGLU1,Endothelial,Yes
IGFBP3_EC,FN1,Endothelial,Yes
IGFBP3_EC,BHLHE40,Endothelial,No
IGFBP3_EC,ADAMTS1,Endothelial,Yes
IGFBP3_EC,CTGF,Endothelial,No
LymphaticEC,PDPN,Endothelial,Yes
LymphaticEC,IGF1,Endothelial,Yes
LymphaticEC,COLEC12,Endothelial,Yes
LymphaticEC,MPP7,Endothelial,No
LymphaticEC,MFAP4,Endothelial,Yes
LymphaticEC,PKHD1L1,Endothelial,Yes
LymphaticEC,MMRN1,Endothelial,Yes
LymphaticEC,LOX,Endothelial,Yes
LymphaticEC,EFEMP1,Endothelial,Yes
LymphaticEC,FABP4,Endothelial,Yes
LymphaticEC,DOCK5,Endothelial,Yes
LymphaticEC,PROX1,Endothelial,Yes
LymphaticEC,CCDC80,Endothelial,Yes
LymphaticEC,SPHK1,Endothelial,Yes
LymphaticEC,RARRES2,Endothelial,Yes
LymphaticEC,ABI3BP,Endothelial,Yes
LymphaticEC,FABP5,Endothelial,No
LymphaticEC,TFF3,Endothelial,Yes
LymphaticEC,RGS16,Endothelial,Yes
LymphaticEC,TFPI,Endothelial,Yes
LymphaticEC,NUPR1,Endothelial,Yes
LymphaticEC,MRC1,Endothelial,No
LymphaticEC,ACTN1,Endothelial,Yes
LymphaticEC,TUBB6,Endothelial,Yes
LymphaticEC,STMN1,Endothelial,Yes
LymphaticEC,APOD,Endothelial,Yes
LymphaticEC,AKR1C3,Endothelial,Yes
LymphaticEC,AKAP12,Endothelial,Yes
LymphaticEC,PLSCR4,Endothelial,Yes
LymphaticEC,ADD3,Endothelial,Yes
LymphaticEC,TNXB,Endothelial,No
LymphaticEC,MYADM,Endothelial,Yes
LymphaticEC,FHL1,Endothelial,Yes
LymphaticEC,SHC1,Endothelial,Yes
LymphaticEC,DST,Endothelial,Yes
LymphaticEC,LYVE1,Endothelial,Yes
LymphaticEC,S100A10,Endothelial,Yes
LymphaticEC,LAPTM5,Endothelial,Yes
LymphaticEC,PPP1R2,Endothelial,No
LymphaticEC,BACE2,Endothelial,Yes
LymphaticEC,TMEM70,Endothelial,Yes
LymphaticEC,PTPRE,Endothelial,Yes
LymphaticEC,TUBB4B,Endothelial,No
LymphaticEC,ARL6IP1,Endothelial,Yes
LymphaticEC,ANXA2,Endothelial,Yes
LymphaticEC,ARID5B,Endothelial,Yes
LymphaticEC,CTSH,Endothelial,Yes
LymphaticEC,PPFIBP1,Endothelial,Yes
LymphaticEC,SMAD1,Endothelial,Yes
LymphaticEC,RCAN1,Endothelial,Yes
LymphaticEC,THBD,Endothelial,Yes
LymphaticEC,CTSZ,Endothelial,Yes
LymphaticEC,NRP2,Endothelial,Yes
LymphaticEC,MAFF,Endothelial,Yes
LymphaticEC,KLF4,Endothelial,Yes
LymphaticEC,RHOJ,Endothelial,Yes
LymphaticEC,KLF6,Endothelial,Yes
LymphaticEC,TPM4,Endothelial,No
LymphaticEC,TUBA1A,Endothelial,Yes
LymphaticEC,PNPLA2,Endothelial,Yes
LymphaticEC,VIM,Endothelial,Yes
LymphaticEC,CYR61,Endothelial,Yes
LymphaticEC,LGALS3,Endothelial,Yes
LymphaticEC,LIMS1,Endothelial,Yes
LymphaticEC,MYC,Endothelial,Yes
LymphaticEC,ATP5E,Endothelial,Yes
LymphaticEC,NNMT,Endothelial,Yes
LymphaticEC,ELK3,Endothelial,No
LymphaticEC,ANXA5,Endothelial,Yes
LymphaticEC,TSPAN4,Endothelial,Yes
LymphaticEC,CAV1,Endothelial,Yes
LymphaticEC,NT5E,Endothelial,Yes
LymphaticEC,LMNA,Endothelial,Yes
LymphaticEC,RAB11A,Endothelial,Yes
LymphaticEC,DKK3,Endothelial,Yes
LymphaticEC,TIMP1,Endothelial,Yes
LymphaticEC,ADAMTS9,Endothelial,Yes
LymphaticEC,FDPS,Endothelial,Yes
LymphaticEC,SNCG,Endothelial,Yes
LymphaticEC,SDPR,Endothelial,Yes
LymphaticEC,CLDN5,Endothelial,Yes
LymphaticEC,ANGPT2,Endothelial,Yes
LymphaticEC,TUBB,Endothelial,Yes
LymphaticEC,SEPP1,Endothelial,Yes
LymphaticEC,PLAC9,Endothelial,No
LymphaticEC,FXYD6,Endothelial,Yes
LymphaticEC,GNG11,Endothelial,Yes
LymphaticEC,CTGF,Endothelial,No
LymphaticEC,MTRNR2L12,Endothelial,No
LymphaticEC,MT-ND6,Endothelial,No
LymphaticEC,EMP1,Endothelial,Yes
LymphaticEC,POLR2L,Endothelial,Yes
LymphaticEC,CD9,Endothelial,Yes
LymphaticEC,ADIRF,Endothelial,No
LymphaticEC,ANXA1,Endothelial,Yes
LymphaticEC,ARL4A,Endothelial,Yes
LymphaticEC,HSP90B1,Endothelial,Yes
LymphaticEC,GNAS,Endothelial,Yes
LymphaticEC,RPL41,Endothelial,Yes
LymphaticEC,FOS,Endothelial,Yes
Pericyte,RGS5,Endothelial,Yes
Pericyte,ACTA2,Endothelial,Yes
Pericyte,TAGLN,Endothelial,Yes
Pericyte,BGN,Endothelial,Yes
Pericyte,NDUFA4L2,Endothelial,Yes
Pericyte,TPM2,Endothelial,Yes
Pericyte,MYH11,Endothelial,No
Pericyte,CPE,Endothelial,Yes
Pericyte,COL1A2,Endothelial,Yes
Pericyte,PDGFRB,Endothelial,Yes
Pericyte,FRZB,Endothelial,Yes
Pericyte,EPS8,Endothelial,Yes
Pericyte,PHLDA1,Endothelial,Yes
Pericyte,NOTCH3,Endothelial,Yes
Pericyte,ID4,Endothelial,Yes
Pericyte,ITM2C,Endothelial,Yes
Pericyte,SLIT3,Endothelial,Yes
Pericyte,GEM,Endothelial,Yes
Pericyte,HIGD1B,Endothelial,Yes
Pericyte,CRISPLD2,Endothelial,Yes
Pericyte,KCNE4,Endothelial,Yes
Pericyte,COX4I2,Endothelial,Yes
Pericyte,SOD3,Endothelial,Yes
Pericyte,PALLD,Endothelial,Yes
Pericyte,CNN1,Endothelial,Yes
Pericyte,GUCY1B3,Endothelial,Yes
Pericyte,EDNRA,Endothelial,Yes
Pericyte,MAP3K7CL,Endothelial,No
Pericyte,PLXDC1,Endothelial,Yes
Pericyte,HEYL,Endothelial,Yes
Pericyte,COL1A1,Endothelial,Yes
Pericyte,CD248,Endothelial,Yes
Pericyte,EFHD1,Endothelial,Yes
Pericyte,CLMN,Endothelial,Yes
Pericyte,GUCY1A3,Endothelial,Yes
Pericyte,GJC1,Endothelial,Yes
Pericyte,RGS16,Endothelial,Yes
Pericyte,MRVI1,Endothelial,Yes
Pericyte,INPP4B,Endothelial,Yes
Pericyte,FRMD3,Endothelial,Yes
Pericyte,CAMK2N1,Endothelial,Yes
Pericyte,MYL9,Endothelial,Yes
Pericyte,RASD1,Endothelial,Yes
Pericyte,CCND2,Endothelial,Yes
Pericyte,MFGE8,Endothelial,No
Pericyte,REN,Endothelial,Yes
Pericyte,MYLK,Endothelial,Yes
Pericyte,AC013461.1,Endothelial,No
Pericyte,COL6A2,Endothelial,Yes
Pericyte,C11orf96,Endothelial,No
Pericyte,KITLG,Endothelial,Yes
Pericyte,FILIP1L,Endothelial,Yes
Pericyte,TPM1,Endothelial,Yes
Pericyte,COL6A1,Endothelial,Yes
Pericyte,CALD1,Endothelial,Yes
Pericyte,LHFP,Endothelial,Yes
Pericyte,GJA4,Endothelial,Yes
Pericyte,LBH,Endothelial,Yes
Pericyte,MAP1B,Endothelial,Yes
Pericyte,ISYNA1,Endothelial,Yes
Pericyte,CSRP2,Endothelial,No
Pericyte,CRIP1,Endothelial,No
Pericyte,MCAM,Endothelial,Yes
Pericyte,THY1,Endothelial,Yes
Pericyte,MYO1B,Endothelial,Yes
Pericyte,ID3,Endothelial,Yes
Pericyte,LGALS1,Endothelial,Yes
Pericyte,PLAC9,Endothelial,No
Pericyte,VCL,Endothelial,Yes
Pericyte,NR2F2,Endothelial,Yes
Pericyte,NUDT4,Endothelial,Yes
Pericyte,COL3A1,Endothelial,Yes
Pericyte,PPP1R12A,Endothelial,No
Pericyte,ADAMTS1,Endothelial,Yes
Pericyte,ADIRF,Endothelial,No
Pericyte,TPM4,Endothelial,No
Pericyte,HES4,Endothelial,Yes
Pericyte,FOS,Endothelial,Yes
Pericyte,ACTB,Endothelial,Yes
Pericyte,TUBA1A,Endothelial,Yes
Pericyte,ITGA1,Endothelial,Yes
Pericyte,44446,Endothelial,No
Pericyte,TMEM47,Endothelial,Yes
Pericyte,EGR1,Endothelial,Yes
Pericyte,JUNB,Endothelial,Yes
Pericyte,IGFBP7,Endothelial,Yes
Pericyte,MGP,Endothelial,Yes
Pericyte,ZFP36L1,Endothelial,Yes
Pericyte,PNRC1,Endothelial,No
Pericyte,PTMA,Endothelial,No
Pericyte,ITGB1,Endothelial,Yes
Pericyte,NR4A1,Endothelial,Yes
Pericyte,COL18A1,Endothelial,Yes
Pericyte,JUN,Endothelial,Yes
Pericyte,SPARC,Endothelial,Yes
Pericyte,COL4A1,Endothelial,Yes
Pericyte,COL4A2,Endothelial,Yes
Pericyte,EDNRB,Endothelial,Yes
Pericyte,HSPB1,Endothelial,Yes
Pericyte,TIMP1,Endothelial,Yes
CDH19_Fibro,S100B,Fibroblasts,No
CDH19_Fibro,PLP1,Fibroblasts,Yes
CDH19_Fibro,CDH19,Fibroblasts,Yes
CDH19_Fibro,NRXN1,Fibroblasts,No
CDH19_Fibro,PTPRZ1,Fibroblasts,No
CDH19_Fibro,PLEKHB1,Fibroblasts,Yes
CDH19_Fibro,FP325317.1,Fibroblasts,No
CDH19_Fibro,ITGB4,Fibroblasts,Yes
CDH19_Fibro,L1CAM,Fibroblasts,Yes
CDH19_Fibro,ERBB3,Fibroblasts,Yes
CDH19_Fibro,MIA,Fibroblasts,Yes
CDH19_Fibro,PRIMA1,Fibroblasts,No
CDH19_Fibro,HAND2-AS1,Fibroblasts,No
CDH19_Fibro,TTR,Fibroblasts,No
CDH19_Fibro,SCN7A,Fibroblasts,Yes
CDH19_Fibro,HAND2,Fibroblasts,Yes
